id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSamplePackage	BioSampleOrganism	BioSampleOrganismAlt	BioSampleTaxonomyID	BioSampleIsolate	BioSampleCollectedBy	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostAge	BioSampleHostAgeUnit	BioSampleHostSex	BioSampleHostAnatomicalPart	BioSamplePassageHistory	BioSampleGISAIDAccession	BioSampleGISAIDVirusName	BioSampleSequencedBy	BioSamplePurposeSampling	BioSamplePurposeSequencing	BioSampleCollectionDevice	BioSampleDiagGeneName	BioSamplePCRCtValue	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1	29612585	SAMN29612585		PRJNA857067	SRS14083986	Pathogen: environmental/food/other sample from Streptococcus agalactiae	KALRO-Sagal2	Pathogen.env.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		KALRO	2021-12-10	Kenya:Laikipia ranch	Camelus dromedarius															mastitis-infection		0.360600 N 36.782000 E		2022-07-08T16:32:14.963	2022-07-22T12:33:30.260	2022-07-08T00:00:00.000	Kenya Agricultural and Livestock Research Organisation
94	1920262	SAMEA1711713			ERS180705	8898_2#15		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:42.430	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
95	1920260	SAMEA1711661			ERS180703	8898_2#13		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:42.306	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
96	1920257	SAMEA1711651			ERS180700	8898_2#10		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:42.116	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
97	1920255	SAMEA1711604			ERS180698	8898_2#8		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:42.006	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
98	1920254	SAMEA1711596			ERS180697	8898_2#7		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															swab				2013-02-13T19:05:41.966	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
99	1920251	SAMEA1711589			ERS180694	8898_2#4		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:41.840	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
100	1920250	SAMEA1711800			ERS180693	8898_2#3		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:41.793	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
101	1920249	SAMEA1711823			ERS180692	8898_2#2		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:41.756	2021-08-21T01:34:15.000	2013-02-11T00:00:00.000	EBI
102	1920247	SAMEA1711769			ERS180690	8898_3#96		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.666	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
103	1920246	SAMEA1711699			ERS180689	8898_3#95		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.626	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
104	1920245	SAMEA1711747			ERS180688	8898_3#94		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2004	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.600	2021-08-21T01:34:13.000	2013-02-12T00:00:00.000	EBI
105	1920244	SAMEA1711732			ERS180687	8898_3#93		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.546	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
106	1920243	SAMEA1711743			ERS180686	8898_3#92		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2004	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.506	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
107	1920242	SAMEA1711630			ERS180685	8898_3#91		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.466	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
108	1920241	SAMEA1711650			ERS180684	8898_3#90		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.410	2021-08-21T01:34:10.000	2013-02-12T00:00:00.000	EBI
109	1920240	SAMEA1711669			ERS180683	8898_3#89		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2007	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.363	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
110	1920238	SAMEA1711568			ERS180681	8898_3#87		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2004	Kenya	Homo sapiens															CSF				2013-02-13T19:05:41.273	2021-08-21T01:34:08.000	2013-02-12T00:00:00.000	EBI
111	1920236	SAMEA1711793			ERS180679	8898_3#85		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2004	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.126	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
112	1920235	SAMEA1711603			ERS180678	8898_3#84		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.076	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
113	1920234	SAMEA1711622			ERS180677	8898_3#83		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:41.026	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
114	1920233	SAMEA1711573			ERS180676	8898_3#82		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.973	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
115	1920229	SAMEA1711684			ERS180672	8898_3#78		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.796	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
116	1920228	SAMEA1711638			ERS180671	8898_3#77		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.766	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
117	1920226	SAMEA1711729			ERS180669	8898_3#75		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.683	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
118	1920225	SAMEA1711744			ERS180668	8898_3#74		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.656	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
119	1920224	SAMEA1711746			ERS180667	8898_3#73		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.630	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
120	1920223	SAMEA1711760			ERS180666	8898_3#72		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.590	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
121	1920222	SAMEA1711778			ERS180665	8898_3#71		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.540	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
122	1920221	SAMEA1711792			ERS180664	8898_3#70		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.493	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
123	1920220	SAMEA1711817			ERS180663	8898_3#69		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.440	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
124	1920219	SAMEA1711836			ERS180662	8898_3#68		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.406	2021-08-21T01:34:15.000	2013-02-11T00:00:00.000	EBI
125	1920218	SAMEA1711572			ERS180661	8898_3#67		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.370	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
126	1920217	SAMEA1711585			ERS180660	8898_3#66		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.280	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
127	1920216	SAMEA1711594			ERS180659	8898_3#65		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.210	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
128	1920215	SAMEA1711644			ERS180658	8898_3#64		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.163	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
129	1920214	SAMEA1711632			ERS180657	8898_3#63		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.110	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
130	1920213	SAMEA1711689			ERS180656	8898_3#62		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:40.060	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
131	1920212	SAMEA1711668			ERS180655	8898_3#61		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2004	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:40.010	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
132	1920210	SAMEA1711805			ERS180653	8898_3#59		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.880	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
133	1920209	SAMEA1711828			ERS180652	8898_3#58		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.803	2021-08-21T01:34:15.000	2013-02-11T00:00:00.000	EBI
134	1920208	SAMEA1711759			ERS180651	8898_3#57		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.756	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
135	1920207	SAMEA1711790			ERS180650	8898_3#56		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.723	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
136	1920206	SAMEA1711726			ERS180649	8898_3#55		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.686	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
137	1920205	SAMEA1711712			ERS180648	8898_3#54		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.643	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
138	1920204	SAMEA1711700			ERS180647	8898_3#53		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:39.600	2021-08-21T01:34:11.000	2013-02-12T00:00:00.000	EBI
139	1920203	SAMEA1711683			ERS180646	8898_3#52		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.543	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
140	1920202	SAMEA1711662			ERS180645	8898_3#51		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.503	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
141	1920201	SAMEA1711647			ERS180644	8898_3#50		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1998	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.453	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
142	1920200	SAMEA1711626			ERS180643	8898_3#49		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1998	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.410	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
143	1920199	SAMEA1711641			ERS180642	8898_3#48		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:39.383	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
144	1920197	SAMEA1711605			ERS180640	8898_3#46		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2005	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:39.300	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
145	1920196	SAMEA1711791			ERS180639	8898_3#45		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:39.263	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
146	1920193	SAMEA1711831			ERS180636	8898_3#42		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															swab				2013-02-13T19:05:39.090	2021-08-21T01:34:15.000	2013-02-12T00:00:00.000	EBI
147	1920192	SAMEA1711796			ERS180635	8898_3#41		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1999	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:39.043	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
148	1920190	SAMEA1711704			ERS180633	8898_3#39		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.963	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
149	1920189	SAMEA1711756			ERS180632	8898_3#38		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.923	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
150	1920188	SAMEA1711753			ERS180631	8898_3#37		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.896	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
151	1920187	SAMEA1711736			ERS180630	8898_3#36		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.853	2021-08-21T01:34:12.000	2013-02-12T00:00:00.000	EBI
152	1920186	SAMEA1711839			ERS180629	8898_3#35		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.806	2021-08-21T01:34:15.000	2013-02-11T00:00:00.000	EBI
153	1920185	SAMEA1711813			ERS180628	8898_3#34		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1998	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.733	2021-08-21T01:34:14.000	2013-02-12T00:00:00.000	EBI
154	1920184	SAMEA1711728			ERS180627	8898_3#33		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.680	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
155	1920183	SAMEA1711715			ERS180626	8898_3#32		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.633	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
156	1920182	SAMEA1711694			ERS180625	8898_3#31		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.566	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
157	1920181	SAMEA1711750			ERS180624	8898_3#30		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			1998	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.523	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
158	1920180	SAMEA1711739			ERS180623	8898_3#29		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2004	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.493	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
159	1920177	SAMEA1711658			ERS180620	8898_3#26		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.333	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
160	1920176	SAMEA1711615			ERS180619	8898_3#25		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2005	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.253	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
161	1920175	SAMEA1711600			ERS180618	8898_3#24		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.163	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
162	1920174	SAMEA1711578			ERS180617	8898_3#23		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.106	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
163	1920172	SAMEA1711574			ERS180615	8898_3#21		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2000	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:38.010	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
164	1920171	SAMEA1711827			ERS180614	8898_3#20		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.980	2021-08-21T01:34:15.000	2013-02-11T00:00:00.000	EBI
165	1920170	SAMEA1711804			ERS180613	8898_3#19		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.930	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
166	1920168	SAMEA1711774			ERS180611	8898_3#17		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2003	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.843	2021-08-21T01:34:13.000	2013-02-11T00:00:00.000	EBI
167	1920165	SAMEA1711724			ERS180608	8898_3#14		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.720	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
168	1920163	SAMEA1711567			ERS180606	8898_3#12		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2007	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.626	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
169	1920160	SAMEA1711597			ERS180603	8898_3#9		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2006	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.503	2021-08-21T01:34:09.000	2013-02-11T00:00:00.000	EBI
170	1920159	SAMEA1711649			ERS180602	8898_3#8		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.473	2021-08-21T01:34:10.000	2013-02-11T00:00:00.000	EBI
171	1920157	SAMEA1711690			ERS180600	8898_3#6		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.396	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
172	1920156	SAMEA1711575			ERS180599	8898_3#5		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2006	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.353	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
173	1920155	SAMEA1711558			ERS180598	8898_3#4		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2002	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.306	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
174	1920154	SAMEA1711576			ERS180597	8898_3#3		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2004	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:37.260	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
175	1920153	SAMEA1711564			ERS180596	8898_3#2		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2001	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:37.210	2021-08-21T01:34:08.000	2013-02-11T00:00:00.000	EBI
176	1920151	SAMEA1711795			ERS180498	8898_1#96		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2011	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:37.066	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
177	1920150	SAMEA1711809			ERS180497	8898_1#95		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2006	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:37.016	2021-08-21T01:34:14.000	2013-02-11T00:00:00.000	EBI
178	1920149	SAMEA1711830			ERS180496	8898_1#94		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2007	Kenya	Homo sapiens															sterile site				2013-02-13T19:05:36.960	2021-08-21T01:34:15.000	2013-02-11T00:00:00.000	EBI
179	1920148	SAMEA1711692			ERS180495	8898_1#93		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2007	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:36.913	2021-08-21T01:34:11.000	2013-02-11T00:00:00.000	EBI
180	1920147	SAMEA1711719			ERS180494	8898_1#92		Generic.1.0	Streptococcus pyogenes	Streptococcus pyogenes	1314			2008	Kenya	Homo sapiens															skin, soft tissue infection				2013-02-13T19:05:36.843	2021-08-21T01:34:12.000	2013-02-11T00:00:00.000	EBI
